size	state	dataset	V7	pacbio_frag_ID	steps	inter_chr	inter_char_proportion	num_chr	max_span	min_coordinate	max_coordinate	max_int_dist	min_int_dist	sum_dists	first_to_last_frag_dist	chr	different_compartment_ints_number	number_of_compartment_types	compartment	number_of_compartments	different_compartment_index_ints_number	first_compartment	percentage_downstream	number_of_simplified_chrom_states	simplified_chrom_state	class	full_dataset_ID
long	ns	26APR16_resequence	157207	ns_26APR16_resequence_long_157207	10	2	0.2	2	NA	123838839	184057486	27003274	1424021	NA	NA	*	2	2	non_unique_compartment	7	9	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	158290	ns_26APR16_resequence_long_158290	7	1	0.14285714285714285	2	NA	10798845	78681836	16216268	41791	NA	NA	*	2	2	non_unique_compartment	5	5	plus	NA	3	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	158526	ns_26APR16_resequence_long_158526	2	0	0	1	348386	76043203	76392315	348386	7508	355894	340878	chr15	0	1	plus	1	0	plus	0.5	2	non_unique_chrom_state	1	ns long 26APR16_resequence
long	ns	26APR16_resequence	158630	ns_26APR16_resequence_long_158630	1	0	0	1	215061	27959734	28176503	215061	215061	215061	215061	chr2	0	1	plus	1	0	plus	0	1	Active	1	ns long 26APR16_resequence
long	ns	26APR16_resequence	158878	ns_26APR16_resequence_long_158878	1	0	0	1	12116	83546657	83560413	12116	12116	12116	12116	chr2	0	1	minus	1	0	minus	0	1	Inactive	1	ns long 26APR16_resequence
long	ns	26APR16_resequence	159270	ns_26APR16_resequence_long_159270	6	0	0	1	29862291	118153675	148016831	29862291	13834680	138144743	2168375	chr5	4	2	non_unique_compartment	6	6	minus	0.5	2	non_unique_chrom_state	1	ns long 26APR16_resequence
long	ns	26APR16_resequence	159407	ns_26APR16_resequence_long_159407	1	1	1	2	NA	115823438	176116058	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	159477	ns_26APR16_resequence_long_159477	2	1	0.5	2	NA	15535089	21161747	1647261	1647261	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	160041	ns_26APR16_resequence_long_160041	11	2	0.18181818181818182	2	NA	34953479	129321975	27324484	47545	NA	NA	*	2	2	non_unique_compartment	4	5	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	160429	ns_26APR16_resequence_long_160429	1	1	1	2	NA	64929396	110969286	-Inf	Inf	NA	NA	*	0	2	non_unique_compartment	2	0	plus	NA	1	Active	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	160434	ns_26APR16_resequence_long_160434	5	1	0.2	2	NA	66448547	144754829	5665530	596191	NA	NA	*	2	2	non_unique_compartment	4	3	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	161012	ns_26APR16_resequence_long_161012	1	1	1	2	NA	54987627	241716524	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	161816	ns_26APR16_resequence_long_161816	7	2	0.2857142857142857	2	NA	11287491	73464294	49138591	31219	NA	NA	*	1	2	non_unique_compartment	4	3	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	161928	ns_26APR16_resequence_long_161928	14	4	0.2857142857142857	2	NA	1371620	53856759	832279	16553	NA	NA	*	1	2	non_unique_compartment	4	4	minus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	26APR16_resequence	163091	ns_26APR16_resequence_long_163091	6	0	0	1	2786408	105667885	108455589	2223469	180528	7449295	437827	chr13	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns long 26APR16_resequence
long	ns	26APR16_resequence	163235	ns_26APR16_resequence_long_163235	1	1	1	2	NA	33214667	83026826	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 26APR16_resequence
long	ns	21SEP	986	ns_21SEP_long_986	1	0	0	1	6605921	190838216	197445324	6605921	6605921	6605921	6605921	chr3	1	2	non_unique_compartment	2	1	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	1382	ns_21SEP_long_1382	3	0	0	1	3198728	144217301	147416382	3198728	200232	6475485	322435	chr2	0	1	plus	1	0	plus	0.6666666666666666	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	1767	ns_21SEP_long_1767	2	1	0.5	2	NA	38923117	84152662	2448	2448	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	1785	ns_21SEP_long_1785	1	0	0	1	1556	25090697	25092564	1556	1556	1556	1556	chr15	0	1	minus	1	0	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	1951	ns_21SEP_long_1951	2	1	0.5	2	NA	1688315	131860620	130138449	130138449	NA	NA	*	1	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	1965	ns_21SEP_long_1965	2	0	0	1	976872	38525942	39503512	854724	122148	976872	976872	chr17	0	1	plus	1	0	plus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	2561	ns_21SEP_long_2561	1	1	1	2	NA	41755823	194930330	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	2566	ns_21SEP_long_2566	2	0	0	1	27241667	50556108	77799009	23272029	3969638	27241667	27241667	chrX	2	2	non_unique_compartment	3	2	minus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	2836	ns_21SEP_long_2836	1	0	0	1	287070	13212546	13500110	287070	287070	287070	287070	chr2	0	1	minus	1	0	minus	1	1	Inactive	1	ns long 21SEP
long	ns	21SEP	2954	ns_21SEP_long_2954	1	0	0	1	1106271	176637119	177743986	1106271	1106271	1106271	1106271	chr3	0	1	minus	2	1	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	3444	ns_21SEP_long_3444	2	0	0	1	16721157	91191875	107913187	16721157	3883850	20605007	12837307	chr11	1	2	non_unique_compartment	3	2	minus	0	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	3455	ns_21SEP_long_3455	1	0	0	1	1374498	59694937	61069877	1374498	1374498	1374498	1374498	chr5	0	1	plus	1	0	plus	0	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	3483	ns_21SEP_long_3483	1	0	0	1	598085	31068350	31667285	598085	598085	598085	598085	chr21	0	1	minus	1	0	minus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	3502	ns_21SEP_long_3502	1	0	0	1	625861	1900483	2528619	625861	625861	625861	625861	chr18	1	2	non_unique_compartment	2	1	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	3656	ns_21SEP_long_3656	1	0	0	1	384112	69830540	70215683	384112	384112	384112	384112	chr15	0	1	plus	1	0	plus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	3997	ns_21SEP_long_3997	1	1	1	2	NA	4156367	177833999	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	NA	2	ns long 21SEP
long	ns	21SEP	4033	ns_21SEP_long_4033	1	1	1	2	NA	53905317	160182574	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	4134	ns_21SEP_long_4134	2	2	1	2	NA	74921778	77259368	-Inf	Inf	NA	NA	*	2	2	non_unique_compartment	2	2	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	4449	ns_21SEP_long_4449	1	0	0	1	343434	130142236	130486273	343434	343434	343434	343434	chr9	0	1	plus	1	0	plus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	4692	ns_21SEP_long_4692	1	0	0	1	223311	69056781	69280344	223311	223311	223311	223311	chr10	0	1	minus	1	0	minus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	4753	ns_21SEP_long_4753	2	1	0.5	2	NA	129230882	155451656	52374	52374	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	5016	ns_21SEP_long_5016	6	1	0.16666666666666666	2	NA	10286081	115814091	14783044	2959	NA	NA	*	3	2	non_unique_compartment	5	5	minus	NA	3	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	5119	ns_21SEP_long_5119	2	0	0	1	54523	119008114	119063169	54523	3461	57984	51062	chr11	0	1	plus	1	0	plus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	5346	ns_21SEP_long_5346	2	0	0	1	23375	99455426	99479407	23375	16293	39668	7082	chr9	0	1	plus	1	0	plus	0.5	1	Active	1	ns long 21SEP
long	ns	21SEP	5605	ns_21SEP_long_5605	3	1	0.3333333333333333	2	NA	2051537	59042821	18150691	216905	NA	NA	*	0	1	plus	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	5649	ns_21SEP_long_5649	2	0	0	1	287010	129520534	129807645	181065	105945	287010	287010	chr10	1	2	non_unique_compartment	2	1	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	5667	ns_21SEP_long_5667	1	0	0	1	1817	122849557	122851728	1817	1817	1817	1817	chr5	0	1	plus	1	0	plus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	5857	ns_21SEP_long_5857	3	1	0.3333333333333333	2	NA	77865705	148080288	156718	16168	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	5953	ns_21SEP_long_5953	1	0	0	1	26134	225796308	225823003	26134	26134	26134	26134	chr2	0	1	plus	1	0	plus	1	1	Inactive	1	ns long 21SEP
long	ns	21SEP	6134	ns_21SEP_long_6134	1	1	1	2	NA	94974400	96401303	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	6189	ns_21SEP_long_6189	1	1	1	2	NA	5120069	59795831	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	6338	ns_21SEP_long_6338	1	1	1	2	NA	28113061	107948551	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	6345	ns_21SEP_long_6345	2	0	0	1	3140760	78773413	81915025	2652539	488221	3140760	3140760	chr1	1	2	non_unique_compartment	2	1	plus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	6382	ns_21SEP_long_6382	1	1	1	2	NA	8229014	81906371	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	6914	ns_21SEP_long_6914	2	0	0	1	820939	114987335	115808686	820939	7768	828707	813171	chr3	1	2	non_unique_compartment	2	1	minus	0.5	1	Active	1	ns long 21SEP
long	ns	21SEP	6958	ns_21SEP_long_6958	1	1	1	2	NA	77293460	148237940	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	7361	ns_21SEP_long_7361	1	1	1	2	NA	115435660	121350325	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	7614	ns_21SEP_long_7614	1	0	0	1	1025255	102043677	103069916	1025255	1025255	1025255	1025255	chr6	0	1	plus	1	0	plus	0	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	7704	ns_21SEP_long_7704	1	0	0	1	710085	131818691	132529121	710085	710085	710085	710085	chr9	0	1	plus	1	0	plus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	7949	ns_21SEP_long_7949	2	0	0	1	291957	100425084	100717410	291957	105448	397405	186509	chr9	0	1	plus	1	0	plus	0.5	1	Active	1	ns long 21SEP
long	ns	21SEP	7995	ns_21SEP_long_7995	2	0	0	1	1360979	122765251	124127201	1360979	13823	1374802	1347156	chr7	0	1	minus	1	0	minus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	8576	ns_21SEP_long_8576	2	0	0	1	692906	72063908	72757003	692906	688813	1381719	4093	chr5	0	1	plus	1	0	plus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	9127	ns_21SEP_long_9127	2	0	0	1	8314362	91958658	100273800	8306091	8271	8314362	8314362	chr11	0	1	minus	2	1	minus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	9168	ns_21SEP_long_9168	1	1	1	2	NA	86320070	235101281	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	9225	ns_21SEP_long_9225	3	1	0.3333333333333333	2	NA	71362508	75309544	44335	42928	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	9434	ns_21SEP_long_9434	1	1	1	2	NA	22886227	202285656	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	9727	ns_21SEP_long_9727	1	0	0	1	28215	69178662	69207560	28215	28215	28215	28215	chr8	0	1	minus	1	0	minus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	9762	ns_21SEP_long_9762	2	1	0.5	2	NA	45377931	72389126	659861	659861	NA	NA	*	1	3	non_unique_compartment	3	1	NA	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	9781	ns_21SEP_long_9781	2	0	0	1	1528164	108875384	110404163	1517949	10215	1528164	1528164	chr10	0	1	minus	1	0	minus	0	1	Inactive	1	ns long 21SEP
long	ns	21SEP	10367	ns_21SEP_long_10367	1	0	0	1	8287	134396763	134405242	8287	8287	8287	8287	chr9	0	1	plus	1	0	plus	0	1	NA	1	ns long 21SEP
long	ns	21SEP	10641	ns_21SEP_long_10641	1	0	0	1	1677569	206943297	208621016	1677569	1677569	1677569	1677569	chr2	0	1	plus	2	1	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	10738	ns_21SEP_long_10738	4	2	0.5	2	NA	4975790	85843748	202675	2675	NA	NA	*	0	1	minus	3	2	minus	NA	3	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	10860	ns_21SEP_long_10860	2	0	0	1	34502783	100370315	134873616	34502783	31938897	66441680	2563886	chr2	1	2	non_unique_compartment	3	2	minus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	11119	ns_21SEP_long_11119	1	0	0	1	323753	97253133	97579031	323753	323753	323753	323753	chr15	0	1	minus	1	0	minus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	11164	ns_21SEP_long_11164	2	2	1	2	NA	10740721	103015759	-Inf	Inf	NA	NA	*	2	2	non_unique_compartment	3	2	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	11302	ns_21SEP_long_11302	4	1	0.25	2	NA	8763020	76728878	19281245	14149187	NA	NA	*	3	2	non_unique_compartment	4	4	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	11480	ns_21SEP_long_11480	1	0	0	1	19044	71159372	71179213	19044	19044	19044	19044	chr1	0	1	minus	1	0	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	11532	ns_21SEP_long_11532	2	1	0.5	2	NA	34338119	160444549	24679	24679	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	11791	ns_21SEP_long_11791	1	0	0	1	4364078	161872377	166236997	4364078	4364078	4364078	4364078	chr3	1	2	non_unique_compartment	2	1	minus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	11800	ns_21SEP_long_11800	1	0	0	1	8979	102654217	102664810	8979	8979	8979	8979	chrX	0	1	plus	1	0	plus	0	1	Inactive	1	ns long 21SEP
long	ns	21SEP	11832	ns_21SEP_long_11832	2	0	0	1	448728	173604338	174053192	448728	63373	512101	385355	chr2	0	1	plus	1	0	plus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	11995	ns_21SEP_long_11995	3	1	0.3333333333333333	2	NA	21208372	74662030	2246395	4658	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	12158	ns_21SEP_long_12158	1	0	0	1	74797	7858206	7934465	74797	74797	74797	74797	chr4	0	1	plus	1	0	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	12242	ns_21SEP_long_12242	3	0	0	1	30811610	15755963	46568754	30811610	19859	51883425	9739795	chr1	0	1	plus	3	2	plus	0.3333333333333333	1	Active	1	ns long 21SEP
long	ns	21SEP	12337	ns_21SEP_long_12337	1	0	0	1	14923374	160845509	175769180	14923374	14923374	14923374	14923374	chr2	0	1	plus	2	1	plus	0	1	Inactive	1	ns long 21SEP
long	ns	21SEP	12754	ns_21SEP_long_12754	1	0	0	1	29114781	31055109	60171238	29114781	29114781	29114781	29114781	chr1	0	1	minus	2	1	minus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	12774	ns_21SEP_long_12774	3	0	0	1	15631083	72980740	88612774	15631083	83959	15947977	15314189	chr10	0	1	plus	2	1	plus	0.3333333333333333	1	NA	1	ns long 21SEP
long	ns	21SEP	13008	ns_21SEP_long_13008	2	0	0	1	24193	26472188	26496800	15984	8209	24193	24193	chr5	0	1	plus	1	0	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	13214	ns_21SEP_long_13214	2	1	0.5	2	NA	43781847	60434738	490150	490150	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	13246	ns_21SEP_long_13246	1	1	1	2	NA	46507767	129447181	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Inactive	2	ns long 21SEP
long	ns	21SEP	13309	ns_21SEP_long_13309	7	2	0.2857142857142857	2	NA	68414281	112899674	1087224	14117	NA	NA	*	0	1	plus	2	2	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	13443	ns_21SEP_long_13443	3	0	0	1	36654382	44011035	80665745	36654382	11930	36877463	36455161	chr17	0	1	plus	2	1	plus	0.3333333333333333	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	13512	ns_21SEP_long_13512	1	0	0	1	4253	109801415	109805951	4253	4253	4253	4253	chr3	0	1	plus	1	0	plus	1	1	Inactive	1	ns long 21SEP
long	ns	21SEP	13942	ns_21SEP_long_13942	3	2	0.6666666666666666	2	NA	7123885	215964194	490712	490712	NA	NA	*	0	1	minus	2	2	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	14001	ns_21SEP_long_14001	1	0	0	1	1140	116540990	116543990	1140	1140	1140	1140	chr3	0	1	minus	1	0	minus	0	1	Inactive	1	ns long 21SEP
long	ns	21SEP	14105	ns_21SEP_long_14105	2	0	0	1	212133427	12532308	224665993	212025011	108416	212133427	212133427	chr2	1	2	non_unique_compartment	2	1	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	14168	ns_21SEP_long_14168	2	0	0	1	29265280	39478920	68744257	29254440	10840	29265280	29265280	chr2	0	1	plus	2	1	plus	0	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	14316	ns_21SEP_long_14316	1	0	0	1	8347428	36865539	45214250	8347428	8347428	8347428	8347428	chrX	1	2	non_unique_compartment	2	1	minus	1	1	Inactive	1	ns long 21SEP
long	ns	21SEP	14588	ns_21SEP_long_14588	2	0	0	1	55790463	117412325	173202964	55790463	18570930	74361393	37219533	chr3	0	1	minus	3	2	minus	0.5	1	Inactive	1	ns long 21SEP
long	ns	21SEP	14822	ns_21SEP_long_14822	4	0	0	1	5209883	144585070	149795560	5209883	4407955	19783442	547766	chr2	0	1	plus	1	0	plus	0.5	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	15068	ns_21SEP_long_15068	3	1	0.3333333333333333	2	NA	24317614	136754155	17599347	17276023	NA	NA	*	3	2	non_unique_compartment	3	3	minus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	15235	ns_21SEP_long_15235	4	1	0.25	2	NA	3447632	111348642	4691828	122360	NA	NA	*	2	2	non_unique_compartment	3	3	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	15358	ns_21SEP_long_15358	2	1	0.5	2	NA	22520957	103936043	178470	178470	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	15424	ns_21SEP_long_15424	3	1	0.3333333333333333	2	NA	99216792	175380636	11903363	38848	NA	NA	*	0	1	minus	3	2	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	15823	ns_21SEP_long_15823	1	0	0	1	1830814	74852300	76683729	1830814	1830814	1830814	1830814	chr12	1	2	non_unique_compartment	2	1	minus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	16243	ns_21SEP_long_16243	6	1	0.16666666666666666	2	NA	4117744	61252762	402829	5355	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	16726	ns_21SEP_long_16726	1	0	0	1	103281	105744361	105848003	103281	103281	103281	103281	chr13	0	1	minus	1	0	minus	1	1	Inactive	1	ns long 21SEP
long	ns	21SEP	17260	ns_21SEP_long_17260	7	2	0.2857142857142857	2	NA	40454812	48420597	7965654	281827	NA	NA	*	0	1	plus	2	2	plus	NA	3	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	17329	ns_21SEP_long_17329	1	1	1	2	NA	24023877	125168672	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	plus	NA	1	Inactive	2	ns long 21SEP
long	ns	21SEP	17407	ns_21SEP_long_17407	1	1	1	2	NA	25651536	34418317	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	17409	ns_21SEP_long_17409	1	1	1	2	NA	31500694	92591506	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	17413	ns_21SEP_long_17413	1	0	0	1	1179786	121680472	122861187	1179786	1179786	1179786	1179786	chr8	1	2	non_unique_compartment	2	1	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	17470	ns_21SEP_long_17470	2	0	0	1	346844	166856206	167203694	346844	215689	562533	131155	chr5	2	2	non_unique_compartment	2	2	minus	0.5	1	Active	1	ns long 21SEP
long	ns	21SEP	17734	ns_21SEP_long_17734	1	0	0	1	16689299	69047259	85737283	16689299	16689299	16689299	16689299	chr1	1	2	non_unique_compartment	2	1	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	18000	ns_21SEP_long_18000	1	0	0	1	2729931	19492786	22223076	2729931	2729931	2729931	2729931	chr10	1	2	non_unique_compartment	2	1	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	18070	ns_21SEP_long_18070	1	0	0	1	12404060	119253001	131657727	12404060	12404060	12404060	12404060	chr10	0	1	minus	2	1	minus	1	1	Repressed	1	ns long 21SEP
long	ns	21SEP	18238	ns_21SEP_long_18238	2	2	1	2	NA	123147944	214900605	-Inf	Inf	NA	NA	*	0	1	minus	2	2	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	18629	ns_21SEP_long_18629	1	0	0	1	50142148	95721290	145864045	50142148	50142148	50142148	50142148	chr8	0	1	plus	2	1	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	18709	ns_21SEP_long_18709	2	2	1	2	NA	51328018	95353006	-Inf	Inf	NA	NA	*	2	2	non_unique_compartment	2	2	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	18965	ns_21SEP_long_18965	3	1	0.3333333333333333	2	NA	18984524	155576423	17547	2401	NA	NA	*	0	1	plus	2	1	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	18975	ns_21SEP_long_18975	1	0	0	1	178144	89815618	89994109	178144	178144	178144	178144	chr13	0	1	plus	1	0	plus	1	1	Inactive	1	ns long 21SEP
long	ns	21SEP	18983	ns_21SEP_long_18983	1	0	0	1	167918	90591763	90760522	167918	167918	167918	167918	chr12	1	2	non_unique_compartment	2	1	plus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	19015	ns_21SEP_long_19015	1	0	0	1	7550049	60480555	68032064	7550049	7550049	7550049	7550049	chr14	1	2	non_unique_compartment	2	1	minus	1	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	19211	ns_21SEP_long_19211	1	1	1	2	NA	42665186	134580835	-Inf	Inf	NA	NA	*	0	1	plus	2	1	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	19679	ns_21SEP_long_19679	1	0	0	1	88122	93905063	93995323	88122	88122	88122	88122	chr12	0	1	plus	1	0	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	19855	ns_21SEP_long_19855	1	0	0	1	3674151	14570123	18244868	3674151	3674151	3674151	3674151	chr1	1	2	non_unique_compartment	2	1	plus	0	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	20381	ns_21SEP_long_20381	2	2	1	2	NA	36999228	69214809	-Inf	Inf	NA	NA	*	1	2	non_unique_compartment	3	2	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	20660	ns_21SEP_long_20660	5	2	0.4	2	NA	86929225	110794208	66012	21424	NA	NA	*	2	2	non_unique_compartment	2	2	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	20672	ns_21SEP_long_20672	1	0	0	1	115346261	62253599	177600103	115346261	115346261	115346261	115346261	chr2	1	2	non_unique_compartment	2	1	plus	0	2	non_unique_chrom_state	1	ns long 21SEP
long	ns	21SEP	20770	ns_21SEP_long_20770	3	2	0.6666666666666666	2	NA	24705563	126950404	19327368	19327368	NA	NA	*	0	1	plus	3	3	plus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	20912	ns_21SEP_long_20912	1	0	0	1	20260	114726445	114747517	20260	20260	20260	20260	chr1	0	1	plus	1	0	plus	1	1	Repressed	1	ns long 21SEP
long	ns	21SEP	20979	ns_21SEP_long_20979	1	1	1	2	NA	19015535	69385089	-Inf	Inf	NA	NA	*	0	1	minus	2	1	minus	NA	2	non_unique_chrom_state	2	ns long 21SEP
long	ns	21SEP	21131	ns_21SEP_long_21131	1	0	0	1	13782	29837067	29851178	13782	13782	13782	13782	chr21	0	1	plus	1	0	plus	0	1	Active	1	ns long 21SEP
long	ns	21SEP	21147	ns_21SEP_long_21147	3	1	0.3333333333333333	2	NA	97327269	132692403	18012396	17860601	NA	NA	*	1	2	non_unique_compartment	3	3	plus	NA	1	Active	2	ns long 21SEP
long	ns	21SEP	21231	ns_21SEP_long_21231	1	0	0	1	1086880	81773751	82860647	1086880	1086880	1086880	1086880	chr13	0	1	minus	1	0	minus	1	1	Active	1	ns long 21SEP
long	ns	21SEP	21302	ns_21SEP_long_21302	1	0	0	1	64121	107284911	107349173	64121	64121	64121	64121	chr10	0	1	minus	1	0	minus	1	1	Active	1	ns long 21SEP
